0.01059322,0.05650287
0.020127119,1.653430837
0.020127119,1.846979224
0.020127119,2.088914707
0.023305085,2.258320804
0.023305085,2.476062739
0.023305085,2.693804675
0.026483051,2.911597868
0.026483051,3.226113997
0.029661017,3.782616867
0.032838983,4.339119738
0.032838983,4.89557135
0.036016949,5.452074221
0.042372881,6.419918671
0.042372881,6.879596091
0.05190678,7.460395025
0.058262712,8.186303991
0.070974576,8.912315473
0.077330508,9.202740569
0.093220339,9.057835566
0.102754237,8.864440951
0.109110169,8.719382176
0.115466102,8.646904046
0.125,8.526090077
0.137711864,8.453714461
0.156779661,8.429828458
0.179025424,8.381800164
0.204449153,8.382210224
0.236228814,8.382722799
0.25529661,8.407223893
0.277542373,8.504356889
0.293432203,8.553000273
0.306144068,8.529011755
0.315677966,8.456584882
0.328389831,8.384209267
0.341101695,8.336027201
0.363347458,8.408966648
0.382415254,8.433467742
0.398305085,8.385336933
0.414194915,8.313012575
0.42690678,8.24063696
0.439618644,8.192454893
0.455508475,8.120130536
0.471398305,8.192967469
0.487288136,8.28999795
0.506355932,8.266111946
0.515889831,8.193685074
0.531779661,8.121360716
0.547669492,8.049036359
0.563559322,8.073486195
0.585805085,8.146425642
0.598516949,8.098243576
0.611228814,8.098448606
0.633474576,8.07461386
0.662076271,8.026688081
0.677966102,7.978557272
0.706567797,7.930631493
0.731991525,7.882654456
0.757415254,7.810483871
0.786016949,7.762558092
0.811440678,7.690387507
0.833686441,7.618165664
0.852754237,7.545892564
0.865466102,7.497710498
0.878177966,7.401141334
0.894067797,7.353010525
0.913135593,7.256543876
0.929025424,7.184219519
0.94809322,7.063559322
0.973516949,6.991388737
0.998940678,6.895024604
1.021186441,6.798609213
1.046610169,6.702245079
1.059322034,6.629869464
1.084745763,6.485118234
1.103813559,6.388651586
1.11970339,6.29213368
1.151483051,6.147484964
1.167372881,6.002579962
1.189618644,5.857777474
1.208686441,5.712923729
1.227754237,5.61645708
1.243644068,5.471552078
1.272245763,5.25427146
1.297669492,5.061133133
1.32309322,4.892188354
1.348516949,4.771630672
1.377118644,4.6269307
1.405720339,4.482230727
1.4375,4.313388464
1.459745763,4.168585976
1.478813559,4.047925779
1.51059322,3.830696419
1.536016949,3.685945189
1.574152542,3.51720544
1.596398305,3.420790049
1.631355932,3.276192592
1.663135593,3.107350328
1.663135593,3.107350328
1.701271186,2.962804128
1.717161017,2.89047977
1.745762712,2.721586249
1.780720339,2.552795243
1.815677966,2.408197786
1.860169492,2.215367004
1.895127119,2.022382449
1.923728814,1.877682477
1.94279661,1.805409377
1.974576271,1.660760662
2.009533898,1.467776107
2.031779661,1.419747813
2.054025424,1.299138874
2.092161017,1.227173319
2.111228814,1.179093767
2.143008475,1.0586386
2.177966102,0.986621788
2.235169492,0.818189584
2.270127119,0.746172772
2.308262712,0.650013669
2.352754237,0.650731274
2.409957627,0.603266812
2.444915254,0.579637097
2.498940678,0.532121378
2.540254237,0.508594177
2.587923729,0.460975943
2.657838983,0.413716512
2.705508475,0.341904729
2.75,0.342622335
2.794491525,0.270759295
2.848516949,0.223243576
2.905720339,0.175779114
2.927966102,0.176137917
2.947033898,0.176445462
2.969279661,0.128417168
3.013771186,0.104941225
